entity_text,word_length,bert_token_count,biobert_token_count
methamphetamine,1,5,4
blood urea nitrogen,3,4,4
cerebral and pulmonary hemorrhage,4,7,7
ocular hypertension,2,4,6
phosphate,1,1,1
lactate,1,2,3
beclomethasone,1,6,6
hypoxic-ischemic encephalopathy,2,13,13
drug abuse,2,2,2
"1-(1,2-dihydro-2-acenaphthylenyl)piperazine",1,23,24
adult respiratory distress syndrome,4,4,4
C,1,1,1
Accelerated junctional rhythms,3,4,7
Albuminuria,1,3,3
chlorhexidine diphosphanilate,2,10,10
hearing loss,2,2,2
deterioration of learning and short-term memory,6,8,11
Cholestatic,1,4,4
end-stage or malignant liver disease,5,8,9
impaired overnight memory,3,3,3
inferior infarction,2,4,4
DMTU,1,3,3
cerebral microbleeds,2,5,4
tetrabenazine,1,5,5
lymphoproliferative disorder,2,8,7
catalepsy,1,3,3
barbiturate,1,4,4
L-NOARG,1,5,5
epinephrine,1,4,4
irritation of the urinary tract,5,7,7
coumadin,1,3,3
Fluconazole,1,4,5
dexamethasone,1,5,5
hyperlipidemia,1,4,5
depression disorder,2,2,2
carrageenan,1,4,3
acute leukemia,2,2,4
renal carcinomas,2,4,6
glibenclamide,1,6,6
Ischemic colitis,2,5,6
Deterioration of vision,3,3,5
atrial thrombosis,2,6,6
skin lesion,2,3,3
convulsion,1,4,4
platinum,1,1,1
visual field defect,3,3,3
flavonoid,1,4,4
dyslipidemia,1,5,5
ecstasy,1,1,1
hypocalcaemia,1,6,6
OIH,1,2,3
8-phenyltheophylline,1,9,9
dithiothreitol,1,6,6
portal hypertension,2,3,5
Timolol,1,3,3
postoperative pain,2,4,4
tropicamide,1,4,4
Mannitol,1,3,3
Inorganic As,2,2,5
lesioned SNR,2,4,4
silver sulphadiazine,2,5,6
eosinophilia,1,5,5
focal segmental glomerular sclerosis,4,10,10
Lidocaine,1,3,4
breast tumors,2,2,2
myocardial damage,2,4,5
carcinoma of the peritoneum,4,9,9
myelosuppression,1,6,5
CPT,1,2,2
ureteric calculi,2,6,7
atopic dermatitis,2,5,5
increased intraocular pressure,3,5,6
paranoia,1,1,3
muscle tremors,2,3,4
syncope,1,2,3
unipolar depression,2,4,4
visual field abnormalities,3,3,4
immune reconstitution syndrome,3,7,6
phentolamine,1,4,5
"S-(-)-10-acetoxy-10,11-dihydro-5H-dibenzo/b,f/azepine-5-carboxamide",1,41,42
sodium thiopental,2,5,5
carcinoma of the renal pelvis,5,8,10
tubulointerstitial damage,2,7,7
Arsenic,1,1,3
NCSE,1,2,2
sensory axonal neuropathy,3,6,7
[35S]TBPS,1,6,7
Mesna,1,3,3
glomerular dysfunction,2,5,7
hydroxychloroquine sulfate,2,8,11
cysts,1,2,3
alkali,1,2,3
calcitriol,1,4,5
pain disorders,2,2,2
hypomagnesemia,1,6,7
psychopaths,1,3,5
phenol,1,3,3
Low back pain,3,3,3
Succimer,1,3,3
epilepsy,1,3,3
VGB,1,2,2
Olanzipine,1,4,4
irritability,1,3,4
8-cyclopentyltheophylline,1,11,12
luminal,1,3,3
clonazepam,1,5,5
alpha-fluoro-beta-alanine,1,9,10
burns,1,1,1
bladder irritation,2,2,2
failing left ventricle,3,5,5
GABA,1,2,2
growth failure,2,2,2
Torsade de Pointes,3,6,6
parkinsonian disability,2,3,5
AVP,1,2,2
flushing,1,1,2
hepatotoxicity,1,6,6
primary pulmonary hypertension,3,4,6
jaw stiffness,2,3,3
hemolytic-uremic syndrome,2,8,8
learning and memory impairments,4,5,6
leucine,1,3,3
SVC syndrome,2,3,3
NDI,1,2,2
cardiac disarrangement,2,5,5
Pentobarbital,1,5,5
neoplasm,1,4,4
Wilson disease,2,2,2
Ethambutol,1,5,4
tamoxifen,1,4,4
cardiovascular disease,2,2,3
folic acid,2,3,3
procaterol,1,3,3
EPSs,1,2,3
Isradipine,1,4,4
leukoencephalopathy,1,7,7
spironolactone,1,6,6
prednisolone,1,5,5
malate,1,2,2
diabetes,1,1,1
ischemic optic neuropathies,3,8,9
hyperprolactinemia,1,6,7
VCM,1,2,2
dysrhythmia,1,6,6
cardiac dysrhythmias,2,7,8
cannabis,1,1,1
pilocarpine nitrate,2,5,6
desquamation,1,3,3
myopathy,1,3,3
hepatic neoplasms,2,7,7
tuberculosis,1,1,1
colorectal carcinoma,2,6,6
deterioration in visual field,4,4,7
hypercholesterolemia,1,5,7
4-hydroxy-2-nonenal,1,9,10
thrombosis of a normal renal artery,6,9,10
lanthanum nitrate,2,4,6
agitation,1,1,1
CYP,1,2,2
pure red cell aplasia,4,6,6
renal injury,2,2,3
Amlodipine,1,4,4
allergy,1,2,3
thrombotic microangiopathy,2,8,8
irregular heart beat,3,3,3
hyperammonemic,1,5,6
anthraquinone,1,4,4
lesions of the urinary bladder,5,7,7
Fluvastatin,1,4,5
growth retardation,2,4,4
temporal lobe epilepsy,3,5,5
edema,1,2,2
pyrrolidone,1,5,5
memory impairments,2,3,4
hyperglycemia,1,4,5
galantamine,1,3,3
penicillamine,1,4,4
ouabain,1,3,3
Bepridil,1,4,4
Cardiotoxicity,1,5,5
CPA,1,2,2
depressive,1,2,2
ketamine,1,3,3
prilocaine,1,4,4
Endografine,1,4,4
Diltiazem,1,4,5
guanethidine,1,4,5
fungal infections,2,2,3
Viracept,1,3,4
maculopapular eruption,2,6,6
myocardial depression,2,4,5
rofecoxib,1,5,5
Heparin,1,3,3
chronic myeloid leukemia,3,5,7
bisoprolol,1,4,5
mesna,1,3,3
jaundice,1,3,4
VP-16-213,1,5,5
ethinyloestradiol,1,7,7
pupillary abnormalities,2,3,4
APAP,1,2,2
myocardial necrosis,2,5,7
MTX,1,2,3
ovarian cancer,2,4,4
Parkinson's disease,2,4,4
leukemia,1,1,3
MI,1,1,1
hepatic failure,2,4,4
vinorelbine,1,4,4
ganciclovir,1,4,6
fulminant liver failure,3,6,6
interferon-alpha-2b,1,8,8
Topotecan,1,3,3
abnormal left ventricular filling,4,6,6
tonic-clonic seizures,2,5,8
metabolic abnormalities,2,2,3
tumour,1,2,2
hydroxychloroquine,1,7,8
Cardiovascular diseases,2,2,3
arginine vasopressin,2,7,9
chondrodysplasia punctata,2,9,9
Direct thrombin inhibitors,3,5,6
folate deficiency,2,3,3
non-steroidal anti-inflammatory drugs,3,9,9
"1,5-benzothiazepine",1,9,10
kidney disease,2,2,2
peripheral and autonomic neuropathy,4,8,8
Neuropathy,1,3,4
type IV renal tubular acidosis,5,6,8
renal insufficiency,2,5,5
severe combined immunodeficiency syndrome,4,8,8
MDMA,1,2,2
theophylline,1,4,4
Graves' disease,2,3,3
creatine,1,3,3
urticaria,1,3,4
SCH 23390,2,4,4
Monosodium glutamate,2,7,7
amino acid,2,2,2
anginal attacks,2,3,4
catecholamine,1,4,4
drowsiness,1,3,3
bile duct injury,3,3,4
prolonged jaw rigidity,3,4,4
GTCS,1,2,2
diastolic dysfunction,2,4,6
cephalothin,1,4,5
drug toxicity,2,2,2
DHEA,1,2,3
Amphetamine,1,3,3
Steroids,1,2,3
piperacillin/tazobactam,1,10,10
Cardiac disturbances,2,2,4
sensory neuropathy,2,4,4
Ifosfamide,1,4,5
fentanyl,1,3,4
sodium 4-phenylbutyrate,2,9,9
MHPG,1,3,3
systemic sclerosis,2,4,4
hypotensive,1,5,5
tubulointerstial disease,2,6,6
nifekalant hydrochloride,2,8,9
estrogen,1,2,2
inflammatory diseases,2,2,2
carbachol,1,3,3
biperiden,1,4,3
abnormal involuntary motor movements,4,4,7
anthracycline,1,5,4
venous thrombosis,2,6,6
rosacea,1,2,3
coronary artery vasospasm,3,7,9
neuronal death,2,4,4
I-131 HA,2,4,5
AF,1,1,2
deep vein thrombosis,3,6,6
Alternating sinus rhythm,3,4,6
HL,1,2,2
antisocial personality disorder,3,5,5
Renal Toxicity,2,2,5
atherosclerotic vascular disease,3,8,8
paranoid,1,1,1
H2O,1,3,3
lovastatin,1,4,4
sudden cardiac death,3,3,3
Impulsiveness,1,3,5
CCNU,1,2,2
hypercalcemia,1,4,5
convulsive,1,4,3
Azimilide,1,3,4
ventricular septal defect,3,6,7
Pneumonia,1,1,4
temocapril,1,4,4
Cardiovascular dysfunction,2,2,5
"guanosine 3',5'-cyclic monophosphate",3,15,16
erythrodysesthesia,1,8,7
N6-cyclopentyladenosine,1,11,12
interstitial fibrosis,2,6,7
proteinuria,1,2,2
propofol,1,3,3
syndrome of inappropriate secretion of antidiuretic hormone,7,11,11
statin,1,2,3
anaphylaxis,1,5,5
disodium phosphate ester,3,6,6
fatty liver,2,2,2
damage of SNR,3,4,4
brain damage,2,2,2
barium chloride,2,3,3
renal dysfunction,2,2,5
"5-{2-[4-(1,2-dihydro-2-acenaphthylenyl)piperazinyl]ethyl}-2,3-dihy dro-1H- indol-2-one",3,53,55
supraventricular tachyarrhythmias,2,13,13
METH,1,2,2
tremorgenic,1,2,4
Capsaicin,1,3,3
pinacidil,1,4,4
fluvastatin,1,4,4
alcohol,1,1,1
hypertrophy,1,3,4
SRL,1,2,2
AKI,1,2,2
cardiac inotropic,2,5,4
amoxicillin,1,4,4
peptic ulcer disease,3,5,6
nicergoline,1,3,3
dexmedetomidine,1,5,6
oestrogens,1,4,4
bupivacaine,1,4,5
cerebral vasculitis,2,5,6
Iso,1,1,2
bis(p-nitrophenyl) phosphate,2,11,12
Glutamate,1,4,4
S-53482,1,5,5
anthraquinones,1,4,4
Aldomet,1,2,3
PHN,1,2,3
neprotic,1,3,4
AIDS,1,1,1
delirium,1,3,3
hemorrhagic strokes,2,6,6
diltiazem,1,4,5
muscle toxicity,2,2,2
Azathioprine,1,4,5
creatinine,1,4,4
sulfamethoxazole,1,7,7
chlorpheniramine,1,6,5
Rg1,1,3,3
melatonin,1,3,4
hydrothorax,1,3,4
fibrosis,1,3,3
triglycerides,1,4,5
kidney lesions,2,2,2
peroxide,1,2,2
Fatty liver,2,2,3
DPH,1,2,3
dystonic dyskinesias,2,8,9
Pseudomonas infections,2,4,6
thoracic hematomyelia,2,7,9
Theophylline,1,4,4
Leukocytosis,1,5,5
remoxipride,1,5,5
efavirenz,1,5,5
cardiac failure,2,2,2
methyldopa,1,3,4
clozapine,1,3,4
serotonin syndrome,2,4,5
ciprofloxacin,1,6,7
droperidol,1,4,4
Mefenamic acid,2,5,5
Bromocriptine,1,4,5
TG,1,2,2
pelvic pain,2,4,4
topotecan,1,3,3
vomiting,1,1,2
neurotoxic,1,5,5
rupture,1,3,3
Nicotine,1,2,2
phenylbutazone,1,6,6
allergic reactions,2,2,3
metformin,1,3,3
benserazide,1,4,4
locked-in syndrome,2,4,4
infarction,1,3,3
5-HT,1,4,4
pathological renal medullary lesions,4,7,9
Lorazepam,1,4,4
timolol,1,3,4
TMP,1,2,2
septicemia,1,3,3
interstitial cystitis,2,6,7
liver dysfunction,2,2,4
Thrombosis,1,4,4
pains,1,1,1
Kytril,1,3,3
Depression,1,1,1
ibuprofen,1,4,5
atrial flutter,2,3,3
middle cerebral artery occlusion,4,6,6
headache,1,1,1
Mirtazapine,1,4,4
ovarian and fallopian tube cancers,5,9,10
Anxiety,1,1,3
Pentazocine,1,4,4
hepatic damage,2,4,4
vindesine,1,3,4
Myeloma,1,3,3
fenfluramines,1,4,6
I,1,1,1
vasculitic disorders,2,5,6
nicotinamide adenine dinucleotide phosphate,4,10,13
retinal ganglion,2,5,5
fasciculations,1,5,5
tachydysrhythmias,1,8,9
dermatitis,1,3,3
Crocin,1,3,3
myocardiopathy,1,5,5
Extrapyramidal symptom,2,7,8
spiranolactone,1,6,6
diphenylhydantoin,1,6,7
N,1,1,1
deficit in fear recognition,4,4,4
Morphine,1,2,3
psychobiological dysfunction,2,4,8
isoflurane,1,4,4
aminocaproic acid,2,5,5
Naloxone,1,4,4
Nefiracetam,1,4,5
zuclopenthixol,1,6,7
Fentanyl,1,3,3
artesunate,1,3,3
Postoperative delirium,2,6,6
stress incontinence,2,5,5
hepatocellular necrosis,2,6,7
impaired the memory,3,3,3
long QT syndrome,3,4,4
type 2 diabetes,3,3,3
paroxetine,1,4,4
raised intraocular pressure,3,5,6
ipratropium bromide,2,6,8
"trans-2-amino-3-hydroxy-1, 2, 3, 4-tetrahydroanaphthalene",4,27,28
abuse of cocaine and ethanol,5,5,5
bepridil,1,4,4
sinus bradycardia,2,5,6
organic brain lesions,3,3,3
psychotic,1,1,3
constipation,1,4,4
Generalised and focal seizures,4,5,6
arrhythmic,1,5,5
ATIN,1,2,2
bradycardia,1,3,4
cardiomyopathy,1,4,5
"3,4-methylenedioxymethamphetamine",1,13,13
ginsenosides,1,4,5
Telaprevir,1,4,4
granisetron,1,3,4
attention-deficit hyperactivity disorder,3,7,8
SN,1,2,2
thyroxine,1,4,4
osteoporosis,1,5,5
bladder inflammation,2,2,2
hernias,1,3,3
visual impairment,2,2,4
caerulein,1,4,4
hematologic toxicities,2,5,6
thrombosis,1,4,4
noradrenaline,1,4,4
trimethoprim-sulfomethoxazole,1,12,12
structural deficits in the human brain,6,7,7
Staphylococcal IE,2,7,8
Pulmonary hypertension,2,3,8
methylprednisolone,1,6,7
postzosteric,1,4,4
Acetaminophen,1,5,5
codeine,1,2,2
lamivudine,1,4,4
aplastic anemia,2,4,5
left ventricular dysfunction,3,5,7
streptozotocin,1,6,6
cerebral edema,2,3,3
acute cholecystitis,2,6,6
Ureteric obstruction,2,4,6
clonic seizures,2,3,5
histamine,1,3,2
Huntington's disease,2,4,4
ondansetron,1,4,4
hypothermic,1,5,5
lymphomas,1,5,4
incontinence,1,4,4
Pulmonary edema,2,3,6
Helodermin,1,4,4
D-Glucarates,1,6,6
glioblastoma,1,5,4
impairs associative learning,3,8,8
isopropyl-6- benzyloxy-4-methoxymethyl-beta-carboline-3-carboxylate,2,32,32
nystagmus,1,4,4
Dyskinetic,1,4,4
leucopenia,1,4,4
progesterone,1,4,4
tranexamic acid,2,5,5
pegylated interferon,2,6,7
S-A block,2,4,4
diethylstilbesterol,1,6,7
bipolar,1,1,3
niacin extended-release/lovastatin,2,11,11
CAN,1,1,2
myocardial ischaemia,2,6,7
ureteral lithiasis,2,6,6
myotonic condition,2,4,4
apical ballooning syndrome,3,4,5
DILI,1,2,3
cardiomyocyte damage,2,6,6
heart disease,2,2,2
muscular dystrophy,2,5,5
hypersensitivity,1,4,6
ginsenoside Re,2,5,5
simvastatin,1,4,5
bendazac lysine,2,6,6
impairment of learning and memory,5,5,7
hepatic tumors,2,4,4
thiotepa,1,4,4
CaCO3,1,3,4
dysmetria,1,4,4
Lamivudine,1,4,4
Quetiapine,1,3,3
diethylcarbamazine,1,6,6
retinal vasculitis,2,7,8
Fanconi's anemia,2,7,7
nimodipine,1,4,4
Scleroderma renal crisis,3,6,7
tonic seizures,2,2,4
panic disorders,2,2,2
vomitus,1,2,2
L-DOPA+benserazide,1,9,10
hepatomegaly,1,5,5
Ibuprofen,1,4,5
codine,1,2,2
lichenoid dermatitis,2,6,7
arrhythmias,1,5,6
retinal artery and choriocapillaris occlusion,5,13,13
bicarbonate,1,3,4
oscillopsia,1,5,6
CHF,1,2,2
muscle spasms,2,3,4
acute nephrotoxicity,2,7,7
Zolmitriptan,1,5,5
drop in blood pressure,4,4,4
GBM,1,2,2
P,1,1,1
focal segmental glomerulosclerosis,3,10,9
diazepam,1,3,4
GSH,1,2,3
nisoldipine,1,4,4
tumours,1,3,3
deep-vein thrombosis,2,7,7
mitochondrial defect,2,2,2
posterior reversible encephalopathy syndrome,4,10,9
Oxidized glutathione,2,8,7
uraemia,1,3,3
cirrhotic,1,4,5
aminoglycoside,1,4,4
congestive heart failure,3,5,5
acute renal failure,3,3,4
ozone,1,1,2
Flumazenil,1,4,5
prostaglandins,1,5,5
methyl scopolamine,2,5,6
Prednisone,1,4,4
neuroblastoma,1,5,4
loss of taste sensation,4,4,4
aconitine,1,3,4
vasculitic,1,4,5
abecarrnil,1,4,5
Tranexamic acid,2,5,5
strokes,1,1,1
Etoposide,1,4,4
seizure,1,1,1
mirtazapine,1,4,4
liver toxicity,2,2,2
polyneuropathy,1,4,5
ADP,1,2,2
IFO,1,2,2
Methoxamine,1,4,4
diphenhydramine,1,5,5
rheumatoid arthritis,2,6,8
organophosphorus,1,5,4
liver cancer,2,2,2
CD-832,1,4,4
aminoglycosides,1,4,4
ether,1,1,2
ethanol,1,1,1
carvedilol,1,3,3
salbutamol,1,4,5
amiodarone,1,3,4
Bilateral visual field abnormalities,4,4,7
heparin,1,3,3
nephrolithiasis,1,6,6
convulsions,1,4,4
heroin,1,1,1
Ribavirin,1,3,4
SIADH,1,3,4
cognitive deficits,2,3,3
cyclosporin A,2,6,7
methylprednisolone acetate,2,8,9
myoclonus,1,4,4
flutamide,1,3,3
Phenylpropanolamine,1,7,8
manic depression,2,3,3
cirrhosis,1,3,5
CM,1,1,2
Peripheral neuropathy,2,4,7
NaOH,1,2,2
xylazine,1,3,3
PEG-asparaginase,1,6,8
N-(2-hydroxypropyl)methacrylamide,1,16,18
flunarizine,1,4,4
traumatic brain injury,3,3,3
trypan blue,2,3,3
atrioventricular (AV) block,3,9,10
congenital heart disease,3,3,5
superior vena cava (SVC) syndrome,5,10,10
Delirium,1,3,3
epithelial defects,2,4,5
cardiomyopathic disorder,2,5,7
arthralgia,1,4,4
procaine,1,3,3
neuropsychiatric-like behaviors,2,8,8
depressive disorders,2,3,3
asterixis,1,4,4
dronedarone,1,3,3
FK 506,2,3,3
Methadone,1,3,3
cystoid macular edema,3,7,8
polyethylene glycol,2,7,9
stable angina,2,3,4
quinine,1,2,3
liver disease,2,2,2
bromocriptine,1,4,4
phenytoin,1,4,5
Drug-Induced Acute Liver Injury,4,6,11
axonal degeneration,2,5,6
mivacurium,1,4,4
hemorrhages,1,4,5
nelarabine,1,4,4
precordial pain,2,4,4
DVT,1,3,3
alkalosis,1,3,3
Metronidazole,1,5,5
nitrite,1,3,3
RD,1,1,2
PTU,1,2,2
neurogenic diabetes insipidus,3,8,8
lead,1,1,1
sodium bicarbonate,2,4,5
diatrizoate,1,4,5
terbutaline,1,4,4
pentylenetetrazol,1,6,7
downbeat nystagmus,2,6,6
CY,1,1,2
SAH,1,2,2
CCK-8,1,4,4
prednisone,1,4,4
torsades de pointes,3,6,6
chloroform,1,5,4
lactic acidosis,2,4,4
mitral valve prolapse,3,6,6
hemiplegic migraine,2,6,7
major depression,2,2,2
hypokinesis,1,5,5
cardiac disturbances,2,2,3
Taxol,1,2,2
dry mouth,2,2,2
optic nerve toxicity,3,3,4
DFX,1,3,3
macroprolactinoma,1,6,6
insulin resistance,2,2,2
pulmonary lesion,2,3,3
piroxicam,1,4,4
carcinoma of the breast,4,6,6
vasculitis,1,4,5
Bleeding,1,1,3
Necrotising fasciitis,2,7,8
Piperacillin/tazobactam,1,10,10
lupus-like syndrome,2,5,6
cis-platinum,1,3,4
NMS,1,2,2
endotoxemia,1,4,4
psoriasis,1,3,3
Hypertensive,1,3,3
N-methyl-D-aspartate,1,9,10
excitotoxicity,1,5,6
GM,1,1,1
verapamil,1,4,4
haemorrhagic infarction of the globus pallidus,6,17,18
neurological symptoms,2,2,4
Barium,1,2,2
hydrogen peroxide,2,3,3
CAA,1,2,2
cholecystokinin octapeptide,2,10,10
anotia,1,3,3
MM,1,1,2
myeloencephalopathy,1,6,6
myocardial infarction,2,6,7
hyperglycaemia,1,4,5
brain trauma,2,2,2
copper,1,1,1
heart damage,2,2,2
urea,1,2,2
CBZ,1,2,2
brain injury,2,2,2
desogestrel,1,3,4
leukocytosis,1,5,5
GTN,1,2,2
trigeminal neuralgia,2,6,6
nausea,1,1,1
Propranolol,1,4,5
retention deficit,2,2,2
sweating,1,1,1
somnolence,1,4,5
peroxides,1,3,3
S-312-l,1,5,5
"d,l-sotalol",1,7,7
non-convulsive status epilepticus,3,11,10
epsilon-aminocaproate,1,6,8
MSG,1,2,2
APL,1,2,2
polyuria,1,2,3
Glucose,1,1,4
colorectal cancer,2,4,4
HIT type II,3,3,4
cromakalim,1,4,4
Parkinsonism,1,2,2
adenosine triphosphate,2,6,7
fluoxetine,1,4,4
lisinopril,1,4,5
myalgias,1,4,4
drug hypersensitivity,2,5,7
BCNU,1,2,2
pyrrolidine,1,5,5
Carboplatin,1,4,5
Penicillamine,1,4,4
carmustine,1,3,3
"5,7-dihydroxytryptamine",1,11,12
mitomycin C,2,4,4
affective disorder,2,3,3
Pethidine,1,3,3
skin rash,2,2,3
bort,1,2,2
biphosphonate,1,5,5
dopamine,1,3,3
tonic and clonic seizure,4,5,7
Convulsive,1,4,3
teratogenicity,1,4,4
embryopathy,1,2,4
learning and memory impairment,4,4,6
PTZ,1,2,2
sclerosis,1,3,3
citric acid,2,3,4
headaches,1,2,2
allodynic,1,4,3
hyperventilation,1,3,4
hemorrhagic cystitis,2,8,8
retinal artery and choriocapillaris occlusions,5,14,14
phenylpropanolamine,1,7,8
Dysfunctional overnight memory,3,4,6
direct thrombin inhibitor,3,5,5
apigenin,1,3,4
candidiasis,1,3,4
epistaxis,1,4,5
tetracycline,1,5,4
tachycardia,1,4,4
triphenyltetrazolium,1,7,7
encephalitis,1,5,5
proarrhythmia,1,6,6
myotonic disorders,2,4,4
atropine sulphate,2,5,6
hypertrophied hearts,2,5,6
atrophy,1,3,3
glucuronyl,1,5,5
GEM,1,1,2
dehydroepiandrosterone,1,8,7
Neurological complications,2,2,4
"3-hydroxymethyl-5,5-diphenylhydantoin",1,17,19
glimepiride,1,5,5
myocardial infarctions,2,6,7
calcium channel blocking agents,4,4,4
agoraphobia,1,4,4
skin diseases,2,2,2
cognition deficits,2,3,4
Myoclonus,1,4,4
Daptomycin,1,4,4
Paclitaxel,1,4,4
olanzapine,1,3,4
diethylstilbestrol,1,6,7
muscarine,1,3,4
ischemic,1,3,3
Rb1,1,2,3
QT prolongation,2,5,5
Thalidomide,1,4,4
quinine sulfate,2,3,6
nitroglycerin,1,5,5
methothexate,1,5,5
nasal hypoplasia,2,6,5
Alzheimer's disease,2,4,4
diclofenac,1,5,5
sodium 2-sulfanylethanesulfonate,2,10,11
sensory neurotoxicity,2,6,6
cisplatin,1,3,5
blood dyscrasias,2,6,6
metabolic acidosis,2,3,3
Malondialdehyde,1,5,6
HIT,1,1,2
TSPA,1,2,3
fractures,1,1,2
Encephalopathy,1,5,5
liver cirrhosis,2,4,6
tubular damage,2,2,3
Pilo,1,2,2
CAD,1,1,2
GFC,1,2,2
leg cramps,2,3,4
monohydroxyethylrutoside,1,9,9
Nociceptin,1,4,5
ATRA,1,2,2
gamma-hexachlorocyclohexane,1,12,13
Chloroacetaldehyde,1,7,8
Indinavir,1,3,3
cerebral hypoperfusion,2,5,6
aracytine-C,1,5,5
Creatine,1,3,3
neuronal damage,2,4,4
hypoxaemia,1,5,5
ICH,1,1,2
pantoprazole,1,4,4
decrease in cardiac output,4,4,4
FZP,1,3,3
CsA,1,1,3
cocaine and ethanol abuse,4,4,4
Hyperglycemic,1,4,5
salivation,1,2,3
eosinophilic myocarditis,2,9,9
neuroleptic,1,4,4
postoperative complication,2,5,5
Myo-inositol-1-phosphate,1,11,11
urolithiasis,1,5,5
thrombolysis,1,4,5
staphylococcal infections,2,7,7
Ascites,1,3,3
liver neoplasms,2,5,5
Misoprostol,1,5,6
L-norepinephrine,1,7,7
Celecoxib,1,5,5
amoxicillin-clavulanate,1,9,9
gamma-vinyl-GABA,1,6,6
irinotecan,1,4,4
aminophylline,1,4,4
BIA 2-093,2,6,6
chest pain,2,2,2
gliosis,1,3,3
neoplasms,1,4,4
autism,1,1,1
heart failure,2,2,2
diabetic nephropathy,2,7,7
axonal neuropathy,2,5,6
bradycardiac,1,3,4
dysrhythmias,1,6,7
S-312,1,3,3
pentylenetetrazole,1,6,7
scleroderma renal crisis,3,6,8
galactosamine,1,4,4
NECA,1,2,2
cognitive dysfunction,2,2,4
acrolein,1,3,4
nafcillin,1,4,4
abdominal pain,2,2,2
Trazodone,1,4,4
Burkitt-type malignant lymphoma,3,11,12
cerebral vasospasm,2,5,6
optic neuropathy,2,4,5
INF-MI,1,4,4
memory impaired,2,2,2
aminophosphonovaleric acid,2,8,8
propranolol,1,4,4
"1,3-butadiene",1,7,7
cardiotoxity,1,4,4
Posterior reversible encephalopathy syndrome,4,10,11
6-hydroxydopamine,1,7,8
deterioration of LV systolic and diastolic performance,7,12,16
cAMP,1,1,3
epirubicine,1,5,5
"hyperosmolar, nonketotic coma",3,10,10
weight gain,2,2,2
NMDA,1,2,3
puromycin aminonucleoside,2,9,9
neuropsychiatric-like behavior,2,8,8
